conversation_id,clean_message,golden_intent,notes
991b7df39d9d50b57f721810f34b6a10,That seems to have solved the problem. Thank you!,,
28e53af64ac756be64ef67d3287313de,"(cont) Download temporarily unavailable, or something similar.",,
ad9b30642a0330acc29cc9259351d91e,"Rah the new update has deleted all my contacts, are ya mad @115858",,
8faf26a01a59f039c14b0fe500875f39,So many glitches with the new @115858 iPhone update. Just awful.,,
61feaf17c5f192a16334457f2d6c8b0e,my phone keeps restarting is it because I need to update iOS?,,
6d340c57658683b346391a3f373bcb5c,My custom default ringtone isn’t being played when I receive a call. It is selected in sound settings. Happened since IOS 11.,,
d71f150ac9f494e0fbace0eb7871ee16,"update for ios 11 comes out right after the new iphone is released, and now my phone is spazzing. y’all ain’t slick. @115858",,
18dcdc4ef130e2c2d893bc8bda6ce81e,"iOS 11, why is there a difference in the menu?? Why destiny can be shared but not splash free?? https://t.co/Bb3iLtbPUq",,
8776d16a21cc00cdea732c360b22bc2b,@AppleSupport my Garage Band app won’t open up anymore after I did the software update. What to do?,,
d65cd44a90e7f8d49bc1e36ee06b024c,Dear @AppleSupport @115858 will there be any bug fixes soon regarding the battery life? IOS11 is #draining my phones life 😭,,
2a5c92c656af46b16d04176a257996e1,"Once @115858 iOS 11 launched..My Apple Watch doesn’t display the name of my contact, only the phone number. #Help #Annoyed",,
f50e080ac8a6b2bcc0952e9a18da9495,https://t.co/vbWqcERQNN,,
2bf92eff7a83eafa91fb0cb6460bbd7f,iOS 11.0.2 has made my iPhone overhear and browser slow as hell. My battery drains faster than ever. Fix this pls,,
6db89347ab694b5febfb79899ca1babd,Ain’t kidding you since I’ve updated my iOS my battery is gone in a hour! And apps keep shutting down sort it out @115858,,
eda83e8c97a5fe9a4fab8dfe766c596e,have updated to 11.0.2 this is when the problems started apps work once open but screen freezes all the time no sound and phone awful!,,
a14f14ae725e9312128c44b7986f2b61,Yes I have and it hasn’t show up again.,,
8ba89af422add1967515bbe785ae6e13,#apple #iPhone #Mexico @AppleSupport how can i change the way new #ios1102 hide or change between apps? I getting dizzy when i do...,,
9084ac896f972426374e9c59c69c94e9,iPad stuck in headphones mode Can’t change it Tried every fix in apple forum iOS 11. I’ve never even used headphones on iPad https://t.co/jLAbCgUpOk,,
9dcaed173944e36bdb173ace9e65c904,since update battery is dying quick. Need help,,
829d6c1c4af2d65e1b8ac86e1b92a718,WindowServer appears to have a memory leak in macOS High Sierra. Hope @115858 will fix soon or send more RAM. https://t.co/Byrz8aSQvW,,
e79ad84ee766d59745678ce1adcfa1e4,iPhone 7 iOS 11,,
a321c57d32f66b1c969ac31bf8308777,"what’s with this auto brightness shit, pls let us disable it",,
19aaea7f3dd46b942c0b0df27e730369,iOS 11 is straight garbage. Thanks for the battery drain though.,,
55ced7b3801445fb3f02225a839d97db,"The progress bar under the URL makes it about halfway then stops. The outer portions of the page will load, but not the inbox.",,
597c96681e99ddcbc6b7ce9ea6a11494,any reason why my phone has yet to receive the new iOS 11 update?,,
ce8773ea0c45449ae1ab8b91376be83e,still waiting to hear from you re case 100295493433 it's been nearly 3 weeks!!Completely #unacceptible #consumerlaw #apple,,
f03c82ecee3805a0882e717934640bea,"need help with my apple id, won't let me log in and said you would contact me in 24 hours, well it's been 48+ and I've heard nothing",,
acf69c13be110b32c074368802af07b4,Hey thanks for making my iPhone 7 suck with your iOS 11. Lots of love.,,
89e867c026cea6a6b22cb1fd30162740,"how do I transfer all my pictures and videos to my new iPhone, everything else has transferred fine apart from them.",,
6c20658b5ae987113fd3b815a43cb760,@AppleSupport what is going on with #IOS11? My iPhone became laggy and internet connection is terrible after updating it.,,
9475d3df665ad7d3fdc3bc958ffa685a,Thanks 🙂,,
dca4b50fc5a9c7c4acca63c0a86aba13,Hey @AppleSupport! The latest iOS update is buggy! Having trouble with keyboard and messages. Are you on it?,,
a8d91eaf6236b6d892be28a7245b8916,WTF is wrong with your callback feature? One million emails claiming you called but not even one missed call...,,
b68020ea84f0d13c2cc5906f80076611,"I bought an album, removed it from my phone and can’t download it back. It is written that I purchased it. What do I do now ?",,
ed5abadf6791dd8993df92866baa6072,This is a screenshot of my home screen @115858 help please https://t.co/s976aGgBIL,,
94b82ca6aed98ebd17d7f4b9f4cdb12d,"Ever since I did the new IOS update, my phone has been freezing if i have a lot of apps open 😤 Thank you @115858",,
33fa001f67e0f6dad4dbdcdcf1dae970,please find a solution to iOS 11 problems. This is the worst update that has slowed down the phone and several apps lag.,,
0b34b5899ab539ad16694a78057c2a3b,Hey @AppleSupport my iPhone 7 is almost too hot to hold. What do I do? https://t.co/dt86BMvKIj,,
a95ce15e5aafbb9cbb46ff4a3c8c5d91,this stupid ios 11 update has ruined my phone @115858,,
b13f569deb018d77352551705ca82fe4,The app is no longer available on the app store and I don’t know how to contact the developer.,,
f95ca5eae2751ecbfa911484234323d1,Where can I get @115858 10.12 OS? No way I’m upgrading my production computers w/ 10.13. Having no available download is beyond frustrating.,,
a6674754d844e210607436aa98e9fa5f,needs to do another update. I’m tired of my phone adjusting the brightness on it own.,,
9b23abc13fcd19986e720e494e255a99,i am furious my little boys phone broke had the screen fixed but it's had to be reset called up told can't do it,,
ce84f8c74ed94197747923a34f50a373,Quand on m’appelle obligé de mettre l’haut parleur + plus de micro dans les snaps ? @AppleSupport vs vs foutez pas un peu de notre gueule ?,,
dee2f74f286f5e4db132550d4bce891f,Yes. The Apple logo appears for a few seconds and then disappears again. Over and over and over for 3 hours now,,
2736bdb705e55e233718b8ccfbc2f5b6,Just switched on my Macbook and I got this - it shutdown normally earlier. What's up? @115858 @AppleSupport https://t.co/jvX7tYb4XN,,
862ed6d7a35f8db79601e9ff446e093d,you guys need to fix ios 11...NOTHING WORKS,,
d5c211227e626314b7b1ce5a73156716,Where did my music go? iOS 11 was fine. 11.0.2 all music but 1 ep from iTunes is gone. Won’t let me turn on iTunes match.,,
591b5684acd460463fa393ee96ea2074,The app is called Downloads,,
a490ca43ccb4e9c9684d0f48a4874a7e,11.0.1,,
8c0fd624dd2ee285efbe6bed65138c6d,"My iPhone 6s’s speaker has stopped working after updating to latest software update, while on call. Any solutions?",,
31ce2774e62b6b9a1f658a8aa4a50984,"@323836 Answer the question, asshole.",,
f58cdc95e278d137e98e02bc2bec4429,@AppleSupport Your update has messed up my phone. Apps won’t load. 😔Losing my love for you!,,
a33b6271694c7db8d288a8a10b1caea5,Care to fix the annoying iOS 11 bugs that are constantly cropping up. There’s not a single day one new would not show!!! 😡,,
3b546395b5f8e831f8791b094595003e,"No, same problem with wifi as well",,
dd9ed8565d68355dad46b1d9d001f4de,2 reboots in 2 days since upgrading to 11.0.2. Hoping it’s all in the logs @AppleSupport. How to get fixed please?,,
be276ed706ba2317eb774c1d78bec694,Nothing! tried it on automatic &amp; connected to my bluetooth in my car (my music always plays)only time it works is when i put it in manually,,
6b1c5a548d7bb438430f0d7b2a0d0c7d,"This new operating system is killing my battery and has slowed down performance considerably. You need a fix, fast!",,
1ecc70857dfbe2bb5dc86d63d9c56bb0,I’m actually so angry. It’s lagging and adding words to all my sentences and spazzing out. I just got it. This shouldn’t be a thing.,,
62430573b118358e5001d8586b2755c0,IOS 11.0.2 has turned my iPad into a $600 paperweight. Everything crashing.,,
535d94621f0efb90caa9d5a1416d48a9,please give either of the option : 1. Get your money back 2. iOS downgrade ! Fed up of draining battery post upgrade ! 😓,,
bf491a7383bbaf3d8e9853273b1a9187,"eventually returns back to normal, time taken varies home button haptic work but phone is totally unresponsive",,
e8b088642e32d01f2508a31c8c94589c,"iPad Pro a1652, if you hold it in top right corner WiFi drops from full to disconnects even with with cellular sig as well #help",,
88079312fc164ac3cb2bf96f02035f55,I have restarted my device many times since and the issue is still present. I'm not the only one seeing this: https://t.co/4GzXPn46ES,,
37ca3bb32fe3f4dcc5e9567b4b7889a9,"Already tried restarting several times..but the screen rotation issue not resolved, also there are frame drops after iOS 11.",,
64acf7cb66ac76a750f29c810410eded,"why do I have the iphone x home bar thing, thank u https://t.co/TYbCKY4IY1",,
799279058e3cc87b6d5f9f28bdbfc6f6,I loved the iPhone 7 until this current update. Battery life is so bad now. How can I rectify this?!,,
6ce8cbe4e8ccd74d2c984f1cd3221a76,why won’t my iPhone 8+ check for update? https://t.co/rH3AbPhUG7,,
233a07c47a8451f7bd1af3f12554e41e,@120026 @244902 #Ios11 why does my WiFi keep Turing Back On after I’ve turn it completely off!? Come on Apple,,
8b7320d620a94e0c300919a7f36276f9,the new update has messed my phone up even more and my whole camera roll has just deleted and i can’t access the app store :)),,
c18ba39368ea85f954a4391775c8f212,"Fb, whatsapp, fb messenger, google maps, it’s not app specific. The system became sluggish after the update to iOS 11",,
344670c6113fecab5407a9ff307b5073,iOS 11.0.2 battery life is terrible! Down 20% and I’ve had my phone unplugged for 1 hour. #ios1102 #fixit #disappointed #wtf,,
ebe5baa855f8952f0a9b2e6119a13f34,It's a big day at Apple! We are honored and thrilled to host our first keynote at the Steve Jobs Theater this morning. https://t.co/gyiqPJB46y,,
dd6f456e02446a95a5b922ad40fedab8,So I swipe to use my #iPhone and where my service would say at&amp;t it said this @115858 #ios11 https://t.co/osDSc9xx4x,,
3f8c2c21ab6d832202df8b563f3ec391,just updated to IOS 11.0.2 and this happened. https://t.co/GQpYhJyFAs,,
2b9e18a6a791415253f976cf40aae3f9,I dropped my ipad and this happened @AppleSupport Ipad 3 wifi and cellular,,
d06e00b75ffa96726e641b1b84f76e53,why is my iPhone 8 going dead within two hours??? Need to swap to team #Samsung,,
0a1b60a679933f22ae9be8bdbea57c10,"what have you done with the new updates, my iPhone 6s Plus is pants now, the battery is draining and if I’m out I have no WiFi",,
b053791214493f4ee09a2e8a838cc1f2,"My battery is all messed up, it was stuck at 69% for a while then dropped down to 61% percent in less than a minute. @AppleSupport",,
bbc6638ad308ad88e478a9afe3880bb3,"hi I'm looking at a new mac laptop, wondering between the 3.3 ghz model and 3.5, what's the difference ?",,
a9b64090567e0e372850c56b645470c5,"Once I am done deleting, the screen gets stuck and I can’t go back using the done. I have to force close the message app.",,
7b12a0f502a29e8a8cf5464fe1d094ed,You have a way of not answering questions directly.,,
ee1f4b4a2307b81adab1e7bed2379297,"please can you check inbox, waiting for a reply from you!!!",,
d71a5a2318b0feabb6c75a58e5169edd,Some please tell me what the duck this means @AppleSupport @115948 https://t.co/sZrCFvTBdv,,
f145191435c013dbfe11cf8ea68a2f43,MacOS 10.13 @115858 Copy and Paste is not anymore working since I installed the update today. 😞 #HELP,,
b512ba1c35f8ae2bf2bb7cfae5ef5e66,"I want a refund on purchases made on the Itunes Store, who do I talk to",,
869fa2fdcf99f5e2917e462178be8016,iPhone 7 Plus,,
090e9119582550d721c3e7a7e04f56ae,"So,what should i do?",,
cd7307c6963d3b398a909cd5b5064c4a,"new update is draining my battery, shutting my phone off, can’t make calls. This is an upgrade? #ios11update",,
c9ca8b1f377cbd99ccee78a3b2677e36,"#iOS11.0.2 is draining my battery so fast, I was running 11.1 beta and battery life was excellent but has a lot of issues 😰",,
337cc33146b86f038ef6bd4b3c2e33f9,Yes and my phone doesn't work properly anymore,,
f79a2a5709b1c1ca471c62df22f68826,#apple #ee @118101 when are you going to fix mic issue on #iPhone7Plus My next os to go legal as the phone is not fit for purpose,,
7f5f57b3f05eeede708d6199bbd1ad0e,Well i install it and it works now :),,
713ef1576a71473aad3fb695b251b60b,Thank you @AppleSupport !! Appreciate your assistance :) 🤗😊,,
fc30e3408860d054caa6142aa4ebe55f,y’all do better w/ y’all Apple support ppl. They some racist mfs. 💯‼️,,
16bfe74527d45e848f225a186155505b,"I regret upgrading to 11.0 w my Apple 6S , as now I lost at least 3 abulms I already paid for and now even stickers/gifs cost?",,
c05eede75ac6367b08873259b40f0265,"I may have to give Android phones a 2nd look when my iPhone dies. What up, @115858 ? Doing anything to help 🇵🇷? https://t.co/HUZ9Os6lyh",,
6a643cfea86bb7832ad13569e97c895d,you pay enough money for an iPhone to have an update completely screw the phone up? It needs to get fixed and no I won’t buy the X,,
16eeaeda941a2925e34dc95a216b6538,what the hell has the latest IOS 11.0.2 done to my phone? It has frozen 6 times today! Nothing but reboot fixes it #iOS11,,
ca92c5fc2cf47bef51ab451b3aa05fbc,"I tried but it didn't work :( I feel the iphone active, it ring when somebody call, but I can't do anything. I think I need a replace it",,
2f62b26e42a9bee9e7524480c72ae7c2,I m gonna have an apple battery syndrome with #iphone6. I m trying to charge it since 10:08 and it's still at 7%!! #wtf https://t.co/IZ46IwE9Ae,,
c12a07eeaefb916f99d951ae25a885f3,#staingate @115858 @AppleSupport :( https://t.co/bgrgGyHgKE,,
b8dbb1ad758fbf8b7a4fd5391cd2b68b,you guys broke my Siri with IOS 11.0.2,,
54f937f04ac1c9c04cb2f6c4017245b4,#AppleWatchSeries3 @AppleSupport @12131 @8180 #imobile says incorrect pin even when it’s #correct pl provide #support https://t.co/9x1x14IgHM,,
8ee2f8ef2d93a8a6a6016bcc1f42d2e1,"Hi @115858 , what’s with all these software updates, does it have a lot to do with my now poor battery performance and slow phone? 📱🆘",,
42fe0d89c7bd0d61c73df9391fd62ab2,"Thanks. Yeah that's right, they are in the iTunes library on my computer",,
bda76050f2ac99c7a0f6c38727fe0f71,"Your bloody automated call back system. I press 1, it doesn’t acknowledge I have done so, and hangs up on me. Livechat useless",,
e7203e332e17fb43665c8ea16e773409,"I don’t have a repeat button, and when you hit shuffle it don’t shuffle it constantly repeats Ill wait for the update to the update 🙄",,
9ab04236bde7b39604b1f9a89b2bec50,I need my stand reminders back. End the madness. When will there be a watch OS update to fix this glitch??,,
8d5a0bb2739ab1aaf5e6d59daf1f134c,@115858 new IOS11 is disaster for the battery of any iPhone....battery can’t last. #IOS11 #Battery #Iphone #Update #Apple,,
6d9e388d524ef54ebab7afc9ec4782bd,Someone please help me I need it for my homework pls sos @AppleSupport,,
b200f53e57692260ebf9272d84394d8a,Did I really just get aired by Apple ?,,
e318a108f391bbba0d70fabc1c24d86e,It was getting stuck signing into my account. Left it alone for a few hours and it finally worked,,
2aa82cf154b2169c981851d507ece947,updated to ios 11.0.2 and now my touch wont work whatsoever. No response on my screen at all,,
c44cffd9ced1b208a68f05ca64575a3f,stop automatically turning my damn WiFi &amp; bluetooth on @12576 @115858,,
5cd9fa38674b8abcc7c470793a4d3940,"It’s the 7plus, it shuts off and restarts on its own at least once a day, the screen is set on autorotate it gets stuck on the horizontal",,
83cd5e0874a8cc7f7a526b5e26f2acb1,- my perfectly usable iPhone 6+ has turned unusable - battery decay/heating issues after iOS 11.What to do?,,
738e82db83f73b88d1d9520168491c2c,"I UPDATED MY IPHONE AND I FEEL LIKE ITS GLITCHING EVEN MORE, LIKE I DONT HAVE THE MONEY FOR A NEW PHONE @115858",,
40ecaebb257539562aac7b587510f3ac,"Yep, i am at home on my wifi and its working fine",,
4188453f34ab9bd99993d29d6e94dd2c,Whoa @115858 I see I'm definitely not alone with recurring #MBP2011 GPU issues,,
fc60d009cf49874f88fe48a420916e9f,this update on maps is gonna end up being the cause of my death from getting in a wreck cuz it lags and sucks,,
8269db233f9d6978efdcaefe1106bfb0,Thx 👍🏽,,
b7200d0432dd189944f42e05be14ce73,@AppleSupport Same here,,
90ff8de9ce7e72c52fb8f403955b1554,"Do not download #ios11. Battery lasts half the time as it did before, @115858, please fix this ASAP!",,
d9263b0c91227de4d40f3bcc3863350a,Al intentar actualizar a MacOS High Sierra me indican error al verificar el firmware. ¿Alguien más? ¿@AppleSupport?,,
7e133b5ec7ad3911f79f03ebf0672200,What the bloody hell did ya’ll do with my damn iphone battery?!? It’s hard charging thrice a day 😞😞😞😞 @115858,,
a41a526d711d8d391b285f7247c1f246,"iTunes/Apple music issues today on both Win&amp;Mac. Playing a song, then choose “go to current song” shows blank screen",,
fd9d51c7722d79b0d7383741f90a2d54,@AppleSupport sort it out,,
d628a839debeaad5f3bb7639b8e5384e,movie theater,,
32ba0822bf71cce9e163b0e9de272930,Thank you. I have just checked and confirmed; the #Apple #Maps Directions and Turn-by-Turn Navigation are (still) not available in the #UAE.,,
ff9dab5019523a6c9d099c89ac0749f8,Ok,,
89fe4438008a32f5df88fa8443ba2540,2e mise à jour iOS 11 et tjs le bug du clavier @175091 @115858 @AppleSupport,,
e13e06a0e982bb94b4d3e8e75ad95071,"2/ If I go to Photos, Collections, all said “missing” photos seem to be there.",,
05db7ef317f8c6eff357acaa63376a6e,Ok 👌🏻 DM sent!,,
54411d884ead889c1a05c34134766b73,Makes me want to switch from an iPhone! I’m very disappointed,,
6f441d4906abd98791d106d47e7a6d2c,"Sadly, @115858’s iOS 11.1 Beta 2 has an astronomical amount of bugs: especially with the Music playback, and how starting Siri is delayed.",,
021415f89503ca232d2cbe0d2ad13fc6,I have verified payment information 4 times &amp; still can't get a free app on Apple TV. Why?,,
754c57bf28f99b3d68e6b9165afb84ac,hello. are we expecting to have fix of keyboard soon ? because it s start to drive me crasy (on 11.0.2 and 11.1 bêta),,
fcfec8a3ff77e373bac1c49c493bc0b7,Up and down volume button,,
3e0834d7c3e9c294cf273964570829c5,"hey! My music app doesn’t work after iOS 11 update, it crashes right after I open the app. need support.",,
4f698121e7f44e10d03994c7455016ae,iOS 11 has me looking at @115858 in a different way #SoManyBugs even on the .0.2 update,,
3173860f5bdf12bb35da9ee44659955c,Subscribed to Apple Music yesterday. Downloaded songs but they don’t play offline in a car but do with no WiFi at home.,,
32f88a63d05cea4be984923b417848ce,I'm using 11.0.2 and trying to AirDrop photo and video taken from said iPhone 6S+ onto a MacBook Pro and another iPhone 6 (iOS 11.1 [Beta]),,
43598eaaf4faf5a13492db37454f9c47,@197183 “Bruh my shits fucked” -@197183 (my mans can’t even respond from his phone),,
5650379b365e4f8a8ba65430972b8b28,Can I downgrade to iOS10? I havent been able to connect to the AppStore or other apps since iOS11 update.,,
6e509f69e78ba09e8bb259a075e8783f,Espero que con la actualizacion de corrección de errores y demás mi iPhone mejore... por que el iOs 11 va de pena @115858,,
0561941ff767e58d6d4f5b46266c1605,to c tanto ódio d @AppleSupport @115858 meu iPhone 6 só fica buscando rede. N sei + qq eu faço até restaurar merda do cel fiz hoje quase me👌🏼,,
375e4a311e9c6f080413dd54c88c48c4,why are there so many issues on my iPhone since I downloaded iOS 11? I wish I didn’t update or switched from android,,
0ed35ca82b95ecf5043e41e723d7b308,Hi! One question: Apple Watch Series 3 doesn't work with iOS 10.3.3? I have an iPhone 5 and it works really good! ;),,
abcc1372f7bf3d7af53e5950fc8f69e3,do you know why this happens? We’ve tried restoring :(,,
1544c818e7f5764ddcbefe09047c69cd,nope!,,
f3e4b34aeb445334fe60160ececd4986,unacceptable iOS 11.0.2 update. The battery consumes much faster than ever. Brand new iPhone 7 the battery gone in last than 5h,,
631df2ad2fb743c7dd465bea8df83a39,@201773 If you have @ATT do NOT purchase #AppleWatchSeries3 as they can’t get the cellular to work. We spent 5 hours and NOTHING. @AppleSupport,,
f99f3b3a8b7695c65d8be142b5756d1c,"I’m having an issue that I’d thought would be fixed quicker, some games force the phone to redownload it’s content everytime",,
580b61d8b18f019d8595451447f6e072,"Hey @115858 you seriously need to do some major fix in your newly released iOS, it sucks BT! Our phones battery drains too fast 😒",,
76648b1554c75b700c07d30e5b177bfb,how come the live videos I take during FaceTime don’t appear in my camera roll? How do I get them?,,
d74e6bc0f58f7c95d5f466432238d9a8,Thanks. Check DM please,,
4267d7cac0e04fd192e5d481f2354f4e,Hey @AppleSupport if I wanted a phone that didn’t work I would of bought an android.,,
9c9b18b2622b4bdc1bf31dfe06beca45,I think I figured it out. It was showing all data as other. A hard reboot fixed it. Had to look up how to do that on the iPhone 8 plus,,
b86e9956b4c237f5a593960d63c4d2ea,"After the new iOS update, I am not able to view new messages &amp; read messages are still showing as unread!!",,
f73282d3b31efac1caa03276ada6045d,@AppleSupport No Reply?,,
b06838cf21feb2e82bca4bf4782e90bb,"I’d try updating to 11.0.2 to see if bugs get eliminated, but I need a WiFi network to do so... 🙄",,
a324bb8c17da7c3920767dfce27389c6,Hey @115858? Making my Bluetooth automatically turn on now every time something restarts in my phone is aggravating as hell.,,
36ff0ef0b78be89fda62eed427dfbc4b,Nope. Happens frequently with Spotify and Podcasts. I don’t use Apple Music 🎧 ❌,,
4f708ab8c2fab97826d4fcb39e69ca1c,11.0.2,,
c98f7e76024ba939d1a551d30ccf0dcc,"iPhone 7. It doesn’t record and freezes my phone. Also, I can only make/accept calls about 25% of the time and my phone keeps restarting.",,
be60bd7ff30a6ab5f4d20b3bfda68820,Updated. So far..so good,,
e44237c944eb32689339b1ec4f923c63,"o ""e aí Siri"" não tá funcionando...",,
a1e1a0ec0c568e227dc51b37604aa218,Yes this didn’t start until after I updated my phone to the iOS 11,,
e03f778842a40aaade38eb89e1f52f36,bug? ipad airplay to appletv but intermittently attempting to screen mirror (even though deselected) ios 11.0.1 tvos 11.0,,
37baaf7713c695447990f23f2bb7cdd8,You seem confused who you should be talking to ;) You need @42504 me!,,
cecc86e6151679adec5d245018c93c22,Could you please read my latest DM? Thank you. :),,
1302f29476959667f1590e8d7ae5ed19,https://t.co/SaC3aQxkPq,,
49fd70bb0f652e03424152b75ee3d254,"Having VoiceOver issues. Apps are sometimes slow, or crash. Really frustrated that I can't roll back to 10.3.3 Much more stable.",,
157c58b0636233415c13fdfc2ff2abab,"Hi, it is happening with any app I use. And when I am switching between apps it will freeze in between panes for a few seconds",,
280ecc4f459285c830cb5808ebc7453c,the update has fucked up my iPod so thanks for that,,
066b157f349ca365735a29335b3fef71,iOS 11.0.2,,
a4c3a2ad20c6a0d6d11e7feca347fb06,"@AppleSupport locked out of my icloud, not getting two factor aunthetication text.. a",,
a240a0f81428fbfde8e35da30c199a7b,yes it does,,
